number of dependents,number of referrals,tenure in months,phone service,avg monthly long distance charges,multiple lines,internet service,internet type,avg monthly gb download,online security,online backup,device protection plan,premium tech support,unlimited data,contract,paperless billing,payment method,monthly charge,total revenue,churned,age_group
0,10,64,1,40.49,0,1,Fiber Optic,69.0,0,1,1,1,1,One Year,1,Credit Card,102.45,9245.46,0,18-24
0,0,1,1,12.0,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.05,32.05,1,55-64
3,9,72,1,34.69,1,1,Fiber Optic,59.0,1,1,1,1,0,Two Year,1,Bank Withdrawal,115.6,10858.08,0,25-34
2,1,27,1,13.55,1,1,Cable,59.0,0,0,0,1,0,Month-to-Month,0,Bank Withdrawal,71.6,2462.95,0,25-34
0,10,22,1,6.03,0,1,DSL,51.0,1,0,0,0,1,One Year,1,Bank Withdrawal,59.75,1507.01,0,18-24
0,0,11,1,28.76,0,1,DSL,27.0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,-10.0,955.62,0,18-24
3,0,4,1,29.09,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.55,185.16,0,45-54
2,1,7,1,9.1,1,1,DSL,28.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,48.8,413.5,0,55-64
0,0,6,1,46.59,0,1,DSL,7.0,1,0,1,1,0,Month-to-Month,0,Credit Card,78.65,772.84,0,35-44
0,10,50,1,38.29,1,1,Fiber Optic,16.0,0,1,0,0,1,One Year,1,Bank Withdrawal,98.25,6769.65,0,45-54
1,7,11,1,21.14,0,1,DSL,47.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,59.65,915.79,0,25-34
0,1,54,1,22.05,0,1,Fiber Optic,17.0,0,0,1,1,1,One Year,1,Bank Withdrawal,99.1,6627.8,0,65-80
1,2,23,0,0.0,0,1,DSL,19.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,30.35,678.75,0,45-54
0,6,67,1,17.72,1,1,Fiber Optic,23.0,0,1,1,1,1,One Year,1,Credit Card,109.7,8531.69,0,45-54
0,0,1,1,39.1,0,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.3,109.4,1,65-80
0,0,46,1,33.18,1,1,Fiber Optic,3.0,0,1,1,0,1,One Year,1,Bank Withdrawal,94.15,5934.73,0,55-64
0,2,10,0,0.0,0,1,DSL,8.0,1,1,1,1,1,Two Year,0,Credit Card,56.05,560.5,0,55-64
0,0,48,1,13.67,1,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,24.35,1789.86,0,25-34
0,8,40,1,28.56,0,1,DSL,18.0,0,0,0,0,0,One Year,0,Bank Withdrawal,55.8,3475.7,0,65-80
0,1,11,1,15.69,1,1,DSL,12.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,66.35,913.39,1,55-64
0,0,4,1,49.5,1,1,Fiber Optic,23.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,94.3,622.45,1,65-80
0,0,30,1,10.74,0,1,DSL,13.0,1,0,0,0,1,Month-to-Month,1,Credit Card,48.8,1858.95,0,35-44
1,0,15,1,30.22,1,1,Fiber Optic,12.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,91.0,1883.35,0,25-34
0,0,7,1,48.22,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.05,502.39,1,55-64
0,0,16,1,34.18,1,1,Fiber Optic,8.0,0,1,0,0,1,Month-to-Month,1,Credit Card,80.55,1795.78,0,55-64
0,0,9,1,45.99,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.45,561.46,0,25-34
0,0,7,1,33.18,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,18.95,362.81,0,35-44
0,0,3,1,26.32,1,1,Fiber Optic,8.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,91.05,368.06,1,65-80
3,7,20,1,15.29,1,1,Cable,59.0,1,0,0,0,0,One Year,0,Bank Withdrawal,76.0,1957.25,0,18-24
0,0,11,1,18.33,0,1,Fiber Optic,76.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,72.9,1020.08,0,25-34
0,0,1,1,2.7,0,1,Fiber Optic,14.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,95.85,98.55,0,45-54
0,4,44,1,44.44,0,1,Fiber Optic,6.0,1,1,0,1,1,Two Year,1,Bank Withdrawal,85.15,5625.86,0,65-80
3,5,43,0,0.0,0,1,Cable,53.0,0,1,0,0,1,Month-to-Month,0,Credit Card,29.3,1224.05,0,35-44
0,0,24,1,47.51,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.75,1627.29,0,35-44
0,1,21,1,5.07,0,1,Fiber Optic,26.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,74.05,1672.17,1,25-34
0,0,7,0,0.0,0,1,DSL,14.0,1,0,1,0,1,One Year,0,Credit Card,35.3,264.8,0,45-54
2,3,57,1,12.26,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.75,1970.87,0,35-44
0,0,11,1,16.14,0,1,DSL,8.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,-3.0,889.79,0,35-44
0,1,3,1,41.3,1,1,Fiber Optic,2.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,105.9,458.55,1,65-80
0,2,57,1,16.78,1,1,Fiber Optic,29.0,0,0,1,1,1,Two Year,0,Bank Withdrawal,107.95,6926.31,0,25-34
1,2,23,1,24.22,0,0,No,0.0,0,0,0,0,0,One Year,1,Credit Card,20.0,1002.36,0,55-64
2,7,18,1,40.36,0,1,DSL,51.0,1,1,0,1,1,One Year,1,Credit Card,61.5,1813.93,0,18-24
2,5,70,1,48.57,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.05,4760.15,0,45-54
3,3,33,1,28.4,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.1,1516.6,0,18-24
1,0,1,1,6.35,0,1,DSL,76.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,49.9,56.25,0,25-34
2,9,3,1,45.33,0,0,No,0.0,0,0,0,0,0,Two Year,0,Mailed Check,19.1,187.99,0,25-34
0,5,54,1,32.56,1,1,Fiber Optic,16.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,110.45,7835.99,0,65-80
2,3,7,1,49.98,0,1,Cable,25.0,1,0,1,1,1,Month-to-Month,1,Credit Card,71.35,865.61,0,45-54
0,3,70,1,1.07,0,1,Fiber Optic,21.0,1,1,0,1,1,Two Year,0,Bank Withdrawal,84.6,5781.1,0,45-54
0,0,1,1,30.23,0,1,Fiber Optic,30.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,89.3,119.53,1,65-80
0,6,30,1,33.48,1,1,Fiber Optic,22.0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,105.7,4186.2,0,65-80
0,4,32,1,43.11,1,1,Fiber Optic,18.0,0,0,0,1,1,One Year,1,Bank Withdrawal,79.25,3981.71,0,55-64
1,1,1,1,28.28,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.0,47.28,0,55-64
0,3,56,1,7.0,0,1,Fiber Optic,18.0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,98.7,6061.5,0,55-64
0,0,11,1,5.4,0,1,Fiber Optic,41.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,74.55,884.15,1,18-24
0,0,52,1,20.8,1,1,Fiber Optic,30.0,1,0,1,1,0,Two Year,1,Bank Withdrawal,109.3,6869.15,0,45-54
0,0,12,1,36.65,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.7,700.7,0,55-64
0,0,29,0,0.0,0,1,DSL,8.0,1,0,0,1,1,One Year,0,Mailed Check,35.6,1072.6,0,45-54
1,1,33,1,1.62,0,1,Cable,30.0,0,1,1,1,1,Two Year,0,Credit Card,82.1,2656.56,0,35-44
1,0,22,1,46.45,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.05,1475.95,0,35-44
0,0,29,0,0.0,0,1,DSL,7.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,30.6,856.35,1,45-54
0,6,10,1,37.08,0,1,Cable,7.0,0,0,1,0,1,Month-to-Month,1,Credit Card,67.8,1023.95,0,55-64
0,10,26,1,1.75,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,-5.0,505.1,0,35-44
0,0,13,0,0.0,0,1,DSL,28.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,29.15,357.15,0,25-34
2,7,66,1,39.45,0,1,Fiber Optic,19.0,1,1,1,0,1,One Year,1,Bank Withdrawal,103.15,9635.0,0,35-44
0,1,70,1,17.17,1,1,Fiber Optic,20.0,1,1,1,1,0,One Year,0,Credit Card,115.65,9180.75,1,45-54
0,1,1,1,2.2,0,1,Fiber Optic,30.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.15,71.35,1,45-54
0,0,57,1,17.55,0,1,Fiber Optic,15.0,0,0,1,0,1,Two Year,1,Bank Withdrawal,95.25,6465.0,1,35-44
3,2,58,1,43.01,1,1,Fiber Optic,30.0,0,1,1,0,1,One Year,1,Credit Card,105.2,8685.15,0,55-64
0,1,1,1,35.71,0,1,Cable,3.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,80.0,115.71,1,45-54
0,0,3,1,15.12,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Mailed Check,19.8,103.51,1,25-34
0,0,10,1,14.53,1,1,Fiber Optic,30.0,0,0,0,1,0,Month-to-Month,1,Bank Withdrawal,98.5,1313.55,1,25-34
0,0,56,1,35.59,0,1,Fiber Optic,69.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,73.85,6085.89,1,18-24
3,0,22,1,29.54,1,1,Fiber Optic,53.0,0,1,0,0,1,Month-to-Month,1,Credit Card,89.1,2599.28,0,35-44
1,9,72,1,7.16,1,1,Fiber Optic,24.0,1,1,1,1,1,Two Year,1,Credit Card,106.1,8040.73,0,25-34
0,0,1,1,4.53,1,1,Fiber Optic,28.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.1,79.63,0,55-64
2,3,39,1,15.06,0,1,DSL,11.0,1,0,0,0,1,Month-to-Month,0,Credit Card,51.05,2653.34,0,55-64
3,0,1,1,9.0,0,1,Cable,53.0,1,0,0,0,1,Month-to-Month,0,Credit Card,49.9,58.9,0,35-44
0,0,1,1,16.06,0,1,Fiber Optic,3.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,89.1,105.16,1,35-44
0,3,52,1,18.02,1,1,Fiber Optic,3.0,1,0,1,1,0,Two Year,1,Credit Card,91.6,5624.84,0,55-64
0,1,10,1,1.09,1,1,Fiber Optic,18.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,98.5,1048.65,1,35-44
0,0,4,1,38.01,0,1,Cable,5.0,0,1,0,0,1,Month-to-Month,0,Mailed Check,49.25,360.49,0,25-34
0,7,70,0,0.0,0,1,DSL,30.0,1,0,1,1,1,Two Year,0,Bank Withdrawal,59.5,4121.08,0,18-24
0,7,60,1,30.14,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.95,3066.55,0,35-44
0,7,8,1,25.57,0,1,Cable,12.0,0,0,1,1,1,Two Year,1,Credit Card,64.4,786.26,0,65-80
0,1,10,1,32.07,1,1,Fiber Optic,22.0,0,1,1,0,1,Month-to-Month,1,Credit Card,102.1,1389.55,1,25-34
3,1,3,1,30.34,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.65,151.67,0,35-44
1,9,64,1,37.09,1,0,No,0.0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.4,3922.41,0,65-80
0,6,66,1,42.23,1,1,Fiber Optic,30.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,105.2,9724.03,0,35-44
2,7,49,1,36.08,1,1,Fiber Optic,59.0,0,1,1,0,1,One Year,1,Bank Withdrawal,93.65,6254.94,0,25-34
0,0,1,1,44.98,0,1,DSL,27.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,49.95,94.93,0,35-44
1,0,36,1,21.3,0,1,Fiber Optic,18.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,94.7,4279.3,0,55-64
0,8,58,1,26.99,1,1,Cable,53.0,1,0,0,1,1,One Year,1,Bank Withdrawal,68.4,5537.67,0,18-24
0,0,7,1,34.59,0,1,Fiber Optic,12.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,74.9,732.68,0,55-64
0,0,1,1,37.5,0,1,DSL,3.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,43.8,81.3,0,35-44
0,5,72,1,21.37,1,1,Fiber Optic,13.0,1,1,1,1,0,Two Year,1,Bank Withdrawal,116.05,10063.54,0,65-80
0,2,35,1,4.16,1,1,Fiber Optic,28.0,0,0,1,0,1,One Year,1,Bank Withdrawal,81.6,2960.85,0,65-80
0,0,28,1,35.52,1,1,Fiber Optic,26.0,1,1,0,0,1,Month-to-Month,1,Credit Card,94.5,3653.96,1,45-54
0,0,30,1,17.26,1,1,Fiber Optic,19.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,100.4,3454.05,0,45-54
1,1,52,1,11.3,1,1,Fiber Optic,10.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,93.25,5219.3,0,45-54
1,1,72,1,31.83,1,1,Fiber Optic,14.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,116.85,10769.46,0,55-64
1,10,31,1,9.56,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,20.65,954.65,0,25-34
1,2,70,1,35.9,1,1,Cable,59.0,1,1,1,1,1,One Year,0,Bank Withdrawal,78.35,7958.95,0,25-34
2,5,53,1,26.84,1,1,Cable,12.0,1,0,1,1,1,Month-to-Month,0,Bank Withdrawal,85.7,6038.62,0,45-54
0,0,1,1,10.98,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,20.2,31.18,1,25-34
3,1,10,1,18.62,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.15,407.0,0,45-54
0,0,1,0,0.0,0,1,Cable,9.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,25.7,25.7,1,65-80
0,0,29,1,5.69,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.85,738.06,0,45-54
3,4,59,1,42.37,0,1,Cable,73.0,1,1,1,1,0,Two Year,1,Bank Withdrawal,86.75,7835.83,0,18-24
0,0,2,1,19.52,0,1,Cable,16.0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.85,120.04,1,25-34
0,0,58,1,14.99,0,1,Fiber Optic,12.0,1,1,1,0,1,One Year,1,Bank Withdrawal,106.45,7015.27,1,55-64
1,9,45,1,25.69,1,1,DSL,26.0,1,1,0,1,1,Two Year,0,Credit Card,73.85,4527.05,0,18-24
0,0,12,1,11.04,0,1,Fiber Optic,16.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,81.45,1044.48,0,25-34
0,0,12,1,17.46,0,1,Fiber Optic,9.0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.4,1305.17,1,35-44
0,6,33,1,48.49,0,1,DSL,51.0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.55,3062.77,0,18-24
0,0,9,1,36.43,0,1,DSL,16.0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,74.65,1031.42,1,25-34
0,1,7,1,19.23,0,1,Fiber Optic,52.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,89.75,717.39,1,25-34
0,5,66,1,32.04,1,1,DSL,19.0,0,0,1,0,1,Two Year,1,Bank Withdrawal,63.3,6263.72,0,25-34
0,1,52,1,46.59,1,1,Fiber Optic,26.0,0,0,1,1,0,Two Year,1,Bank Withdrawal,96.25,7532.93,1,55-64
0,6,49,0,0.0,0,1,Cable,11.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,40.65,2070.75,0,55-64
2,2,61,1,42.85,0,1,DSL,11.0,1,0,0,0,1,One Year,1,Bank Withdrawal,49.7,5575.25,0,25-34
0,0,24,1,26.64,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.15,1192.36,0,18-24
0,0,1,1,14.93,0,1,DSL,4.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,49.9,64.83,0,25-34
3,10,17,1,32.27,1,1,Cable,28.0,1,0,0,1,1,One Year,1,Credit Card,62.1,1645.24,0,55-64
0,0,12,1,23.2,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.4,545.0,0,45-54
0,0,1,1,47.83,1,1,DSL,12.0,0,0,1,1,0,Month-to-Month,0,Mailed Check,62.05,119.88,1,55-64
0,2,61,1,2.19,1,1,Fiber Optic,8.0,0,1,1,1,1,One Year,1,Credit Card,98.3,6200.14,0,65-80
0,0,27,1,36.39,0,1,DSL,26.0,1,0,1,1,1,One Year,0,Credit Card,69.35,2909.83,0,18-24
2,2,48,1,36.18,0,1,Fiber Optic,29.0,1,0,1,0,1,One Year,1,Bank Withdrawal,99.7,6713.84,0,45-54
0,5,71,1,44.06,1,1,Fiber Optic,6.0,1,1,1,0,0,Two Year,1,Bank Withdrawal,99.0,10162.86,0,45-54
3,9,4,1,35.2,1,1,DSL,52.0,0,1,0,1,1,Month-to-Month,1,Credit Card,58.5,365.65,0,25-34
0,6,61,1,27.66,1,1,Fiber Optic,29.0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,106.2,8062.46,0,35-44
0,0,31,1,45.71,1,1,Fiber Optic,58.0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,104.35,4622.61,0,18-24
0,1,32,1,37.48,0,1,Fiber Optic,13.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,84.15,3785.31,1,45-54
0,0,30,1,42.49,1,1,Fiber Optic,73.0,1,0,0,1,0,Month-to-Month,0,Bank Withdrawal,106.4,4546.6,0,18-24
1,4,55,1,31.3,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.0,2808.75,0,25-34
0,0,42,1,5.95,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.35,1119.8,0,35-44
0,1,70,1,16.78,1,1,Fiber Optic,48.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,114.2,8849.96,1,18-24
2,1,71,1,29.41,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,23.9,3751.61,0,25-34
0,0,43,1,24.85,1,1,Fiber Optic,26.0,1,1,1,1,1,Two Year,0,Credit Card,115.05,5952.89,0,25-34
0,0,19,0,0.0,0,1,DSL,6.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,25.15,468.35,0,35-44
1,1,19,1,13.13,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.8,593.97,0,25-34
0,0,12,1,18.71,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.7,444.87,0,35-44
0,0,4,1,3.03,0,1,DSL,11.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,63.75,238.32,0,45-54
0,0,13,1,4.45,1,1,Fiber Optic,25.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,82.0,1185.05,1,65-80
0,0,4,1,41.72,1,1,Fiber Optic,69.0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,84.05,500.43,1,18-24
0,0,8,1,23.89,1,1,Fiber Optic,14.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,94.0,964.77,1,55-64
0,7,70,1,12.07,1,1,DSL,17.0,1,1,1,1,1,Two Year,0,Credit Card,90.05,7178.3,0,65-80
0,4,68,1,38.38,1,1,DSL,20.0,1,1,1,1,1,Two Year,1,Credit Card,92.2,9002.69,0,35-44
0,1,5,1,1.16,1,1,Fiber Optic,7.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,78.75,427.9,1,55-64
0,0,12,1,28.16,1,1,Fiber Optic,42.0,0,0,0,1,0,Month-to-Month,1,Credit Card,99.95,1590.67,1,18-24
3,1,57,1,4.18,0,1,Fiber Optic,73.0,0,1,1,0,1,One Year,1,Credit Card,97.55,5836.26,0,25-34
1,10,51,1,14.54,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.95,1770.29,0,55-64
0,0,4,1,7.49,0,1,Cable,17.0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,55.2,250.61,0,55-64
0,2,70,1,14.48,0,1,Fiber Optic,7.0,1,1,1,0,1,Two Year,0,Credit Card,105.35,8525.5,0,65-80
0,1,30,1,15.36,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.65,1116.65,1,35-44
0,0,7,1,35.91,1,1,Fiber Optic,27.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,90.45,844.82,1,25-34
0,0,19,1,29.8,0,1,Fiber Optic,16.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,87.3,2203.5,0,65-80
0,0,1,1,23.63,1,1,Cable,85.0,0,1,0,1,1,Month-to-Month,0,Mailed Check,60.1,83.73,1,25-34
0,0,12,1,16.45,1,1,Cable,23.0,0,1,1,1,1,Month-to-Month,1,Mailed Check,112.95,1582.15,1,55-64
0,0,17,1,46.6,0,1,Cable,2.0,0,0,0,1,1,Month-to-Month,0,Mailed Check,51.5,1657.36,1,35-44
0,1,66,1,28.86,1,1,Fiber Optic,25.0,0,0,1,0,1,Month-to-Month,1,Credit Card,99.5,8726.91,1,65-80
0,0,3,1,36.48,0,1,DSL,59.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.35,250.94,1,25-34
0,7,51,1,2.21,1,1,Fiber Optic,10.0,1,0,1,0,1,One Year,1,Bank Withdrawal,93.65,4951.86,0,65-80
0,0,51,1,5.62,1,1,Fiber Optic,16.0,0,0,1,0,1,Month-to-Month,0,Credit Card,80.0,4528.97,1,35-44
0,10,71,1,18.41,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.85,2686.71,0,35-44
0,0,35,1,25.04,1,1,Fiber Optic,21.0,0,0,0,0,1,Month-to-Month,0,Credit Card,75.35,3512.45,1,45-54
0,0,11,1,2.95,0,1,DSL,21.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,51.1,563.6,0,55-64
0,0,2,1,41.64,0,1,DSL,25.0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,76.4,244.08,1,35-44
0,0,26,1,47.63,1,1,Fiber Optic,26.0,1,1,0,0,0,Month-to-Month,1,Bank Withdrawal,95.0,3795.58,1,65-80
2,1,60,1,28.45,1,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,23.95,3213.4,0,35-44
3,1,62,1,39.67,0,1,Fiber Optic,41.0,1,1,0,0,1,One Year,1,Credit Card,81.45,7428.44,0,25-34
0,0,12,1,36.11,0,1,DSL,13.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.0,957.67,0,45-54
0,0,4,1,29.11,1,1,Fiber Optic,9.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.35,454.54,1,35-44
0,0,45,1,15.65,1,1,Fiber Optic,18.0,0,0,0,0,1,Two Year,1,Bank Withdrawal,93.9,4904.5,0,65-80
0,0,1,1,30.92,0,1,DSL,69.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.15,76.07,1,25-34
0,0,8,1,26.47,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.7,349.36,0,55-64
0,0,2,1,26.87,1,1,Fiber Optic,52.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.9,197.09,1,25-34
0,2,68,1,26.64,1,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,24.95,3426.42,0,35-44
0,4,36,1,19.24,1,1,Fiber Optic,18.0,1,1,1,1,0,Two Year,1,Credit Card,106.05,4577.04,0,45-54
0,0,1,1,10.2,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.55,29.75,0,35-44
0,1,42,0,0.0,0,1,Cable,5.0,0,1,0,1,0,One Year,0,Mailed Check,33.55,1495.3,1,55-64
0,0,5,1,36.36,1,1,Fiber Optic,12.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.8,684.4,1,65-80
0,0,10,1,45.69,0,1,Fiber Optic,18.0,1,0,0,0,1,Month-to-Month,1,Mailed Check,84.7,1276.14,1,35-44
0,1,68,1,44.24,1,1,Fiber Optic,5.0,0,0,0,0,1,One Year,1,Bank Withdrawal,83.0,8694.12,1,35-44
0,7,20,1,5.31,1,1,Fiber Optic,10.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,94.55,2005.85,1,65-80
0,0,29,1,15.06,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.4,990.99,0,25-34
0,0,1,1,15.2,0,1,Fiber Optic,2.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,85.0,100.2,0,55-64
0,0,14,1,36.22,0,1,Cable,59.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,50.1,1216.58,0,18-24
0,0,5,1,10.99,0,1,DSL,29.0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.05,257.1,0,45-54
1,0,19,1,35.45,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.5,1048.03,0,25-34
0,3,71,1,37.25,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.45,4434.4,0,65-80
0,0,4,0,0.0,0,1,DSL,10.0,0,1,0,0,1,Two Year,1,Credit Card,50.95,207.35,0,65-80
0,0,1,1,10.05,0,1,Fiber Optic,51.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,70.25,90.3,0,18-24
2,0,6,1,16.91,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.2,199.81,0,35-44
2,1,32,1,49.21,1,1,Fiber Optic,19.0,0,1,0,0,1,One Year,1,Bank Withdrawal,100.4,4792.37,0,65-80
0,10,68,1,15.65,1,1,DSL,5.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,91.7,7488.9,0,45-54
0,5,33,1,20.02,0,1,Fiber Optic,27.0,0,0,1,0,1,One Year,1,Bank Withdrawal,93.8,3785.16,1,45-54
0,0,63,1,19.01,1,1,Fiber Optic,20.0,0,1,1,1,1,Month-to-Month,1,Credit Card,109.85,8200.58,0,35-44
0,8,53,1,34.46,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.9,2936.43,0,35-44
3,0,18,1,11.33,1,1,Fiber Optic,52.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,95.45,1910.88,1,65-80
0,0,6,1,12.67,0,1,Fiber Optic,20.0,1,0,0,0,1,Two Year,1,Bank Withdrawal,74.1,526.92,0,65-80
1,3,59,1,16.15,1,1,Fiber Optic,26.0,0,0,1,0,1,Month-to-Month,1,Credit Card,88.75,6301.5,0,65-80
0,0,1,1,4.18,0,1,DSL,8.0,0,0,1,0,0,Month-to-Month,1,Credit Card,49.65,93.83,1,55-64
0,0,48,1,44.76,1,1,DSL,18.0,1,0,0,1,1,One Year,1,Bank Withdrawal,70.95,5777.68,0,45-54
0,0,1,1,35.88,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.2,55.08,0,25-34
0,0,37,1,17.46,1,1,Fiber Optic,22.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,100.05,4456.57,0,55-64
